customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias,escala_customer_tenure,escala_account_Charges_Monthly,escala_account_Charges_Total,escala_Contas_Diarias
2883-ILGWO,no,male,1,no,no,57,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.9,5913.95,3.45,51-60,101-120,5501-6000,3.0-3.5
2884-GBPFB,yes,female,0,yes,no,35,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2416.55,2.31,31-40,61-80,2001-2500,2.0-2.5
2885-HIJDH,no,male,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.9,6194.1,2.85,61-70,81-100,6001-6500,2.5-3.0
2886-KEFUM,yes,female,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,107.5,6873.75,3.53,61-70,101-120,6501-7000,3.5-4.0
2887-JPYLU,no,female,0,no,yes,41,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),45.2,1841.9,1.48,41-50,41-60,1501-2000,1.0-1.5
2888-ADFAO,no,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),21.3,1041.8,0.7,41-50,21-40,1001-1500,0.5-1.0
2889-FPWRM,yes,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),117.8,8684.8,3.87,71-80,101-120,> 8000,3.5-4.0
2890-WFBHU,no,female,0,no,no,59,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),79.85,4786.1,2.62,51-60,61-80,4501-5000,2.5-3.0
2892-GESUL,no,female,0,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,309.25,0.64,0-20,0-20,0-500,0.5-1.0
2894-QOJRX,yes,female,0,yes,no,25,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),34.0,853.0,1.12,21-30,21-40,501-1000,1.0-1.5
2896-TBNBE,no,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,80.8,3132.75,2.65,31-40,81-100,3001-3500,2.5-3.0
2897-DOVND,no,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,146.65,2.29,0-20,61-80,0-500,2.0-2.5
2898-LSJGD,yes,female,0,yes,yes,21,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,55.95,1157.05,1.84,21-30,41-60,1001-1500,1.5-2.0
2898-MRKPI,no,male,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.05,6770.5,3.32,61-70,101-120,6501-7000,3.0-3.5
2900-PHPLN,no,female,1,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.55,1462.05,0.64,61-70,0-20,1001-1500,0.5-1.0
2903-YYTBW,no,male,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.55,44.55,1.46,0-20,41-60,0-500,1.0-1.5
2904-GGUAZ,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,no,no,no,two year,yes,bank transfer (automatic),84.05,6052.25,2.76,71-80,81-100,6001-6500,2.5-3.0
2905-KFQUV,no,female,0,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.4,154.8,2.31,0-20,61-80,0-500,2.0-2.5
2907-ILJBN,no,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,233.9,0.68,0-20,21-40,0-500,0.5-1.0
2908-WGAXL,no,female,0,yes,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,1468.9,0.82,51-60,21-40,1001-1500,0.5-1.0
2908-ZTPNF,no,female,0,no,no,36,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),34.85,1267.2,1.14,31-40,21-40,1001-1500,1.0-1.5
2911-IJORQ,no,male,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),90.6,3358.65,2.98,31-40,81-100,3001-3500,2.5-3.0
2911-UREFD,yes,female,0,yes,no,39,no,no phone service,dsl,yes,no,yes,no,yes,yes,month-to-month,no,electronic check,55.9,2184.35,1.84,31-40,41-60,2001-2500,1.5-2.0
2911-WDXMV,no,male,0,no,yes,18,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.55,1406.65,2.65,0-20,81-100,1001-1500,2.5-3.0
2916-BQZLN,no,male,0,no,no,19,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,electronic check,84.75,1651.95,2.78,0-20,81-100,1501-2000,2.5-3.0
2919-HBCJO,yes,female,0,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),76.65,333.6,2.52,0-20,61-80,0-500,2.5-3.0
2920-RNCEZ,no,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,69.95,2.3,0-20,61-80,0-500,2.0-2.5
2921-XWDJH,no,female,1,yes,no,38,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,83.45,3147.15,2.74,31-40,81-100,3001-3500,2.5-3.0
2924-KHUVI,no,male,0,yes,no,56,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.55,5514.95,3.3,51-60,101-120,5501-6000,3.0-3.5
2925-MXLSX,no,female,0,no,no,30,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),68.95,2038.7,2.27,21-30,61-80,2001-2500,2.0-2.5
2925-VDZHY,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.7,6501.35,2.91,71-80,81-100,6501-7000,2.5-3.0
2926-JEJJC,no,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.2,140.95,0.66,0-20,21-40,0-500,0.5-1.0
2927-CVULT,no,female,0,yes,yes,53,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),104.05,5566.4,3.42,51-60,101-120,5501-6000,3.0-3.5
2927-QRRQV,no,male,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,94.65,4312.5,3.11,41-50,81-100,4001-4500,3.0-3.5
2928-HLDBA,no,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.7,112.75,0.68,0-20,21-40,0-500,0.5-1.0
2929-ERCFZ,yes,female,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.2,777.3,3.09,0-20,81-100,501-1000,3.0-3.5
2929-QNSRW,yes,female,0,yes,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,5508.35,3.23,51-60,81-100,5501-6000,3.0-3.5
2930-UOTMB,yes,female,0,no,no,31,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,no,credit card (automatic),65.25,1994.3,2.14,31-40,61-80,1501-2000,2.0-2.5
2931-FSOHN,no,male,1,no,no,13,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,59.9,788.35,1.97,0-20,41-60,501-1000,1.5-2.0
2931-SVLTV,no,male,0,yes,yes,40,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),110.1,4469.1,3.62,31-40,101-120,4001-4500,3.5-4.0
2931-VUVJN,no,female,1,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,electronic check,94.05,5483.9,3.09,51-60,81-100,5001-5500,3.0-3.5
2931-XIQBR,no,female,0,yes,yes,50,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,no,mailed check,103.05,5153.5,3.39,41-50,101-120,5001-5500,3.0-3.5
2933-FILNV,yes,female,0,yes,yes,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.4,36.55,0.8,0-20,21-40,0-500,0.5-1.0
2933-XEUJM,no,female,0,no,no,46,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,no,mailed check,79.2,3593.8,2.6,41-50,61-80,3501-4000,2.5-3.0
2937-FTHUR,no,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,electronic check,64.8,1166.7,2.13,0-20,61-80,1001-1500,2.0-2.5
2946-KIQSP,no,female,0,no,no,35,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,33.45,1175.85,1.1,31-40,21-40,1001-1500,1.0-1.5
2947-DOMLJ,yes,male,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,50.6,50.6,1.66,0-20,41-60,0-500,1.5-2.0
2951-QOQTK,yes,male,0,no,yes,4,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),80.8,332.45,2.65,0-20,81-100,0-500,2.5-3.0
2952-QAYZF,yes,male,0,no,no,5,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.3,424.15,2.8,0-20,81-100,0-500,2.5-3.0
2954-PIBKO,no,female,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),64.15,4254.1,2.11,61-70,61-80,4001-4500,2.0-2.5
2955-BJZHG,yes,male,0,yes,yes,17,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,80.85,1400.85,2.66,0-20,81-100,1001-1500,2.5-3.0
2955-PSXOE,yes,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.2,20.2,0.66,0-20,21-40,0-500,0.5-1.0
2956-GGUCQ,yes,male,1,yes,no,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.85,1772.25,2.59,21-30,61-80,1501-2000,2.5-3.0
2957-JIRMN,no,female,1,no,no,62,yes,yes,fiber optic,no,no,no,no,yes,no,one year,no,electronic check,84.45,4959.15,2.77,61-70,81-100,4501-5000,2.5-3.0
2957-LOLHO,yes,male,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.4,518.9,1.49,0-20,41-60,501-1000,1.0-1.5
2958-NHPPS,no,male,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.85,473.9,0.68,21-30,21-40,0-500,0.5-1.0
2959-EEXWB,no,female,0,yes,yes,45,no,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),50.9,2333.85,1.67,41-50,41-60,2001-2500,1.5-2.0
2959-FENLU,no,female,0,no,no,9,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),85.3,781.4,2.8,0-20,81-100,501-1000,2.5-3.0
2959-MJHIC,yes,male,0,yes,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.35,307.4,2.64,0-20,81-100,0-500,2.5-3.0
2960-NKRSO,no,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,85.95,2107.15,2.82,21-30,81-100,2001-2500,2.5-3.0
2961-VNFKL,no,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.95,1801.9,0.85,71-80,21-40,1501-2000,0.5-1.0
2962-XPMCQ,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.15,98.5,1.48,0-20,41-60,0-500,1.0-1.5
2967-MXRAV,no,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.8,18.8,0.62,0-20,0-20,0-500,0.5-1.0
2968-SSGAA,yes,female,0,no,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.6,1060.2,3.3,0-20,101-120,1001-1500,3.0-3.5
2969-QWUBZ,no,female,0,no,no,2,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,no,electronic check,51.4,96.8,1.69,0-20,41-60,0-500,1.5-2.0
2969-VAPYH,no,female,0,no,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,credit card (automatic),60.5,3870.0,1.99,61-70,61-80,3501-4000,1.5-2.0
2969-WGHQO,no,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,electronic check,69.45,477.05,2.28,0-20,61-80,0-500,2.0-2.5
2971-SGAFL,no,female,0,no,no,13,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,78.75,995.35,2.59,0-20,61-80,501-1000,2.5-3.0
2972-YDYUW,no,female,0,no,no,57,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,electronic check,94.7,5468.95,3.11,51-60,81-100,5001-5500,3.0-3.5
2974-GGUXS,no,female,1,yes,no,36,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),91.95,3301.05,3.02,31-40,81-100,3001-3500,3.0-3.5
2977-CEBSX,no,female,0,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.05,5965.95,2.96,61-70,81-100,5501-6000,2.5-3.0
2978-XXSOG,no,female,0,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,59.05,1253.5,1.94,21-30,41-60,1001-1500,1.5-2.0
2979-SXESE,yes,female,0,yes,yes,17,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,electronic check,94.4,1607.2,3.1,0-20,81-100,1501-2000,3.0-3.5
2982-IHMFT,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,74.45,2.45,0-20,61-80,0-500,2.0-2.5
2982-VPSGI,yes,female,0,yes,no,11,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.0,1078.9,3.09,0-20,81-100,1001-1500,3.0-3.5
2983-ZANRP,yes,female,0,yes,yes,2,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),73.55,145.4,2.42,0-20,61-80,0-500,2.0-2.5
2984-AFWNC,no,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,95.4,293.15,3.13,0-20,81-100,0-500,3.0-3.5
2984-MIIZL,yes,male,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),74.8,321.9,2.46,0-20,61-80,0-500,2.0-2.5
2984-RGEYA,no,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.75,1375.4,0.65,61-70,0-20,1001-1500,0.5-1.0
2984-TBYKU,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),104.9,7732.65,3.45,71-80,101-120,7501-8000,3.0-3.5
2985-FMWYF,no,female,0,no,no,23,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.5,2341.55,3.07,21-30,81-100,2001-2500,3.0-3.5
2985-JUUBZ,no,male,0,yes,yes,40,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,74.55,3015.75,2.45,31-40,61-80,3001-3500,2.0-2.5
2987-BJXIK,no,female,0,no,no,70,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,84.7,5991.05,2.78,61-70,81-100,5501-6000,2.5-3.0
2988-GBIVW,no,female,1,yes,no,70,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,90.85,6470.1,2.98,61-70,81-100,6001-6500,2.5-3.0
2988-PLAHS,no,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,69.95,220.45,2.3,0-20,61-80,0-500,2.0-2.5
2988-QRAJY,no,male,0,no,no,69,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),110.05,7430.75,3.62,61-70,101-120,7001-7500,3.5-4.0
2990-HWIML,yes,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.5,573.3,2.94,0-20,81-100,501-1000,2.5-3.0
2990-IAJSV,no,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),92.0,6632.75,3.02,71-80,81-100,6501-7000,3.0-3.5
2990-OGYTD,no,female,0,yes,no,67,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.15,5883.85,2.83,61-70,81-100,5501-6000,2.5-3.0
2995-UPRYS,yes,female,1,yes,no,40,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),99.2,4062.2,3.26,31-40,81-100,4001-4500,3.0-3.5
2995-YWTCD,no,female,0,yes,yes,19,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.9,467.7,0.82,0-20,21-40,0-500,0.5-1.0
2996-XAUVF,no,male,0,no,no,70,no,no phone service,dsl,no,no,no,yes,no,yes,two year,yes,mailed check,40.05,2799.75,1.32,61-70,41-60,2501-3000,1.0-1.5
2999-AANRQ,no,female,0,no,no,21,yes,no,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),71.05,1524.85,2.33,21-30,61-80,1501-2000,2.0-2.5
3001-CBHLQ,yes,male,1,yes,no,32,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.9,3351.55,3.45,31-40,101-120,3001-3500,3.0-3.5
3001-UNBTL,no,male,1,yes,yes,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,103.95,2964.8,3.41,21-30,101-120,2501-3000,3.0-3.5
3002-WQZWT,no,female,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.2,1993.25,2.44,21-30,61-80,1501-2000,2.0-2.5
3003-CMDUU,no,female,0,yes,no,25,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.15,2395.7,3.13,21-30,81-100,2001-2500,3.0-3.5
3005-NFMTA,yes,male,1,no,no,55,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,98.8,5617.75,3.25,51-60,81-100,5501-6000,3.0-3.5
3005-TYFRD,no,female,0,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),103.65,5676.65,3.41,51-60,101-120,5501-6000,3.0-3.5
3006-XIMLN,yes,female,0,no,yes,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),94.2,193.8,3.09,0-20,81-100,0-500,3.0-3.5
3007-FDPEA,no,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.7,39.85,0.68,0-20,21-40,0-500,0.5-1.0
3009-JWMPU,yes,male,0,no,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,96.75,6125.4,3.18,61-70,81-100,6001-6500,3.0-3.5
3011-WQKSZ,no,male,0,no,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.0,377.55,0.66,0-20,0-20,0-500,0.5-1.0
3012-VFFMN,no,female,0,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,158.95,0.68,0-20,21-40,0-500,0.5-1.0
3014-WJKSM,no,male,0,yes,no,29,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.3,2263.4,2.47,21-30,61-80,2001-2500,2.0-2.5
3016-KSVCP,no,male,0,yes,no,29,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,33.75,1009.25,1.11,21-30,21-40,1001-1500,1.0-1.5
3018-TFTSU,yes,male,0,no,no,12,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),81.7,858.6,2.68,0-20,81-100,501-1000,2.5-3.0
3021-VLNRJ,no,female,0,no,yes,50,yes,no,dsl,yes,no,yes,yes,yes,no,one year,yes,credit card (automatic),70.8,3478.15,2.33,41-50,61-80,3001-3500,2.0-2.5
3022-BEXHZ,no,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.2,7530.8,3.65,61-70,101-120,7501-8000,3.5-4.0
3023-GFLBR,yes,female,0,yes,yes,33,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,credit card (automatic),86.15,2745.7,2.83,31-40,81-100,2501-3000,2.5-3.0
3026-ATZYV,no,female,0,yes,yes,37,yes,no,dsl,yes,yes,no,no,yes,yes,one year,no,bank transfer (automatic),75.1,2658.8,2.47,31-40,61-80,2501-3000,2.0-2.5
3027-YNWZU,no,female,0,yes,no,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.0,1584.8,0.82,61-70,21-40,1501-2000,0.5-1.0
3027-ZTDHO,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.9,89.9,2.95,0-20,81-100,0-500,2.5-3.0
3030-YDNRM,no,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.85,572.45,2.46,0-20,61-80,501-1000,2.0-2.5
3030-YZADT,yes,male,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.95,431.0,1.48,0-20,41-60,0-500,1.0-1.5
3030-ZKIWL,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,0.66,0-20,21-40,0-500,0.5-1.0
3034-ZBEQN,yes,female,0,yes,no,48,no,no phone service,dsl,no,yes,yes,no,no,no,one year,no,mailed check,34.7,1604.5,1.14,41-50,21-40,1501-2000,1.0-1.5
3038-PQIUY,no,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),66.15,2522.4,2.17,31-40,61-80,2501-3000,2.0-2.5
3039-MJSLN,no,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.2,50.6,0.66,0-20,21-40,0-500,0.5-1.0
3043-SUDUA,no,female,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.9,601.55,0.65,31-40,0-20,501-1000,0.5-1.0
3043-TYBNO,no,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,60.65,196.9,1.99,0-20,61-80,0-500,1.5-2.0
3045-XETSH,yes,female,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.85,953.45,3.12,0-20,81-100,501-1000,3.0-3.5
3049-NDXFL,yes,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,85.8,85.8,2.82,0-20,81-100,0-500,2.5-3.0
3049-SOLAY,yes,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.2,292.85,3.13,0-20,81-100,0-500,3.0-3.5
